pnr_id,passenger_id,flight_id,seat_class,ancillary_fee_paid
PNR065700,P065700,FL04425,BUSINESS,79
PNR065701,P065701,FL08398,FIRST,1
PNR065702,P065702,FL05197,ECONOMY,118
PNR065703,P065703,FL08002,ECONOMY,73
PNR065704,P065704,FL00150,ECONOMY,40
PNR065705,P065705,FL08136,FIRST,114
PNR065706,P065706,FL02698,FIRST,140
PNR065707,P065707,FL09691,ECONOMY,49
PNR065708,P065708,FL09470,FIRST,48
PNR065709,P065709,FL00960,FIRST,84
PNR065710,P065710,FL05622,BUSINESS,41
PNR065711,P065711,FL09869,FIRST,45
PNR065712,P065712,FL06378,FIRST,140
PNR065713,P065713,FL05333,ECONOMY,98
PNR065714,P065714,FL00178,FIRST,84
PNR065715,P065715,FL06363,BUSINESS,34
PNR065716,P065716,FL06907,BUSINESS,8
PNR065717,P065717,FL05852,BUSINESS,67
PNR065718,P065718,FL04418,BUSINESS,131
PNR065719,P065719,FL03574,FIRST,5
PNR065720,P065720,FL03993,ECONOMY,45
PNR065721,P065721,FL02994,BUSINESS,58
PNR065722,P065722,FL00780,FIRST,144
PNR065723,P065723,FL06680,ECONOMY,19
PNR065724,P065724,FL05378,FIRST,26
PNR065725,P065725,FL00206,ECONOMY,111
PNR065726,P065726,FL02097,ECONOMY,47
PNR065727,P065727,FL06386,FIRST,42
PNR065728,P065728,FL00378,ECONOMY,145
PNR065729,P065729,FL08409,ECONOMY,3
PNR065730,P065730,FL08545,ECONOMY,126
PNR065731,P065731,FL06020,ECONOMY,13
PNR065732,P065732,FL06893,BUSINESS,43
PNR065733,P065733,FL09739,FIRST,94
PNR065734,P065734,FL06443,FIRST,103
PNR065735,P065735,FL01111,BUSINESS,134
PNR065736,P065736,FL09376,BUSINESS,10
PNR065737,P065737,FL01380,ECONOMY,8
PNR065738,P065738,FL06470,BUSINESS,1
PNR065739,P065739,FL08298,ECONOMY,102
PNR065740,P065740,FL04595,BUSINESS,43
PNR065741,P065741,FL04026,ECONOMY,75
PNR065742,P065742,FL05592,FIRST,62
PNR065743,P065743,FL06387,ECONOMY,33
PNR065744,P065744,FL04749,BUSINESS,97
PNR065745,P065745,FL09090,ECONOMY,92
PNR065746,P065746,FL01441,BUSINESS,5
PNR065747,P065747,FL01571,ECONOMY,69
PNR065748,P065748,FL01255,ECONOMY,119
PNR065749,P065749,FL05995,ECONOMY,124
PNR065750,P065750,FL01737,ECONOMY,119
PNR065751,P065751,FL00611,ECONOMY,126
PNR065752,P065752,FL07786,BUSINESS,93
PNR065753,P065753,FL05178,FIRST,72
PNR065754,P065754,FL02331,FIRST,60
PNR065755,P065755,FL09452,FIRST,105
PNR065756,P065756,FL08918,FIRST,134
PNR065757,P065757,FL07994,ECONOMY,10
PNR065758,P065758,FL03895,FIRST,137
PNR065759,P065759,FL05850,BUSINESS,100
PNR065760,P065760,FL08340,BUSINESS,1
PNR065761,P065761,FL01340,FIRST,91
PNR065762,P065762,FL07720,FIRST,141
PNR065763,P065763,FL04659,BUSINESS,76
PNR065764,P065764,FL00371,BUSINESS,42
PNR065765,P065765,FL05125,ECONOMY,111
PNR065766,P065766,FL09815,BUSINESS,127
PNR065767,P065767,FL09031,ECONOMY,135
PNR065768,P065768,FL05356,ECONOMY,143
PNR065769,P065769,FL00962,BUSINESS,81
PNR065770,P065770,FL03489,FIRST,109
PNR065771,P065771,FL06710,FIRST,61
PNR065772,P065772,FL01234,ECONOMY,4
PNR065773,P065773,FL00835,FIRST,27
PNR065774,P065774,FL05403,ECONOMY,37
PNR065775,P065775,FL00353,ECONOMY,54
PNR065776,P065776,FL03608,ECONOMY,71
PNR065777,P065777,FL03511,ECONOMY,73
PNR065778,P065778,FL06789,ECONOMY,44
PNR065779,P065779,FL02680,BUSINESS,104
PNR065780,P065780,FL03094,BUSINESS,145
PNR065781,P065781,FL01515,FIRST,42
PNR065782,P065782,FL05606,FIRST,64
PNR065783,P065783,FL04787,BUSINESS,73
PNR065784,P065784,FL09650,FIRST,61
PNR065785,P065785,FL01152,ECONOMY,110
PNR065786,P065786,FL01933,BUSINESS,11
PNR065787,P065787,FL03260,FIRST,98
PNR065788,P065788,FL00127,BUSINESS,108
PNR065789,P065789,FL00723,BUSINESS,32
PNR065790,P065790,FL01368,BUSINESS,142
PNR065791,P065791,FL01776,BUSINESS,111
PNR065792,P065792,FL00557,ECONOMY,71
PNR065793,P065793,FL07328,BUSINESS,120
PNR065794,P065794,FL03487,BUSINESS,81
PNR065795,P065795,FL07446,FIRST,115
PNR065796,P065796,FL01933,FIRST,34
PNR065797,P065797,FL00038,BUSINESS,115
PNR065798,P065798,FL07223,ECONOMY,141
PNR065799,P065799,FL00712,ECONOMY,82
PNR065800,P065800,FL01050,BUSINESS,58
PNR065801,P065801,FL06295,BUSINESS,8
PNR065802,P065802,FL05649,FIRST,31
PNR065803,P065803,FL01177,BUSINESS,122
PNR065804,P065804,FL09088,ECONOMY,66
PNR065805,P065805,FL05802,FIRST,30
PNR065806,P065806,FL08211,BUSINESS,135
PNR065807,P065807,FL07374,ECONOMY,128
PNR065808,P065808,FL02513,ECONOMY,93
PNR065809,P065809,FL05228,BUSINESS,119
PNR065810,P065810,FL01377,ECONOMY,74
PNR065811,P065811,FL00647,BUSINESS,70
PNR065812,P065812,FL06310,FIRST,77
PNR065813,P065813,FL06778,ECONOMY,71
PNR065814,P065814,FL07914,FIRST,104
PNR065815,P065815,FL05266,FIRST,6
PNR065816,P065816,FL06380,BUSINESS,95
PNR065817,P065817,FL02559,BUSINESS,56
PNR065818,P065818,FL02923,ECONOMY,60
PNR065819,P065819,FL00963,ECONOMY,119
PNR065820,P065820,FL05483,ECONOMY,95
PNR065821,P065821,FL05981,BUSINESS,31
PNR065822,P065822,FL00193,BUSINESS,115
PNR065823,P065823,FL03498,ECONOMY,135
PNR065824,P065824,FL05967,BUSINESS,111
PNR065825,P065825,FL08459,FIRST,74
PNR065826,P065826,FL06339,BUSINESS,10
PNR065827,P065827,FL02055,BUSINESS,146
PNR065828,P065828,FL05359,FIRST,33
PNR065829,P065829,FL04505,ECONOMY,125
PNR065830,P065830,FL09963,ECONOMY,80
PNR065831,P065831,FL04335,BUSINESS,66
PNR065832,P065832,FL01577,ECONOMY,30
PNR065833,P065833,FL03571,ECONOMY,95
PNR065834,P065834,FL03842,BUSINESS,118
PNR065835,P065835,FL03512,ECONOMY,65
PNR065836,P065836,FL03076,BUSINESS,98
PNR065837,P065837,FL00421,BUSINESS,126
PNR065838,P065838,FL02261,BUSINESS,107
PNR065839,P065839,FL04496,BUSINESS,6
PNR065840,P065840,FL07458,FIRST,103
PNR065841,P065841,FL05049,FIRST,41
PNR065842,P065842,FL04295,BUSINESS,49
PNR065843,P065843,FL08858,FIRST,57
PNR065844,P065844,FL09522,ECONOMY,77
PNR065845,P065845,FL00110,BUSINESS,1
PNR065846,P065846,FL03863,ECONOMY,135
PNR065847,P065847,FL09572,FIRST,149
PNR065848,P065848,FL03691,BUSINESS,62
PNR065849,P065849,FL01164,BUSINESS,116
PNR065850,P065850,FL07856,FIRST,113
PNR065851,P065851,FL06332,ECONOMY,82
PNR065852,P065852,FL03349,BUSINESS,22
PNR065853,P065853,FL09725,ECONOMY,140
PNR065854,P065854,FL05749,ECONOMY,23
PNR065855,P065855,FL00595,FIRST,25
PNR065856,P065856,FL00667,ECONOMY,95
PNR065857,P065857,FL04555,ECONOMY,106
PNR065858,P065858,FL08475,ECONOMY,37
PNR065859,P065859,FL00003,BUSINESS,90
PNR065860,P065860,FL03974,FIRST,108
PNR065861,P065861,FL04241,FIRST,139
PNR065862,P065862,FL01376,FIRST,108
PNR065863,P065863,FL06441,FIRST,40
PNR065864,P065864,FL02360,FIRST,5
PNR065865,P065865,FL05724,BUSINESS,126
PNR065866,P065866,FL05551,BUSINESS,96
PNR065867,P065867,FL00170,FIRST,8
PNR065868,P065868,FL07313,ECONOMY,81
PNR065869,P065869,FL02378,BUSINESS,11
PNR065870,P065870,FL09767,FIRST,125
PNR065871,P065871,FL05613,FIRST,119
PNR065872,P065872,FL05595,FIRST,146
PNR065873,P065873,FL02054,ECONOMY,94
PNR065874,P065874,FL03291,ECONOMY,126
PNR065875,P065875,FL08314,FIRST,33
PNR065876,P065876,FL08685,BUSINESS,15
PNR065877,P065877,FL01035,FIRST,137
PNR065878,P065878,FL09969,ECONOMY,87
PNR065879,P065879,FL00758,BUSINESS,21
PNR065880,P065880,FL03506,BUSINESS,62
PNR065881,P065881,FL00550,FIRST,109
PNR065882,P065882,FL07929,BUSINESS,49
PNR065883,P065883,FL07154,BUSINESS,75
PNR065884,P065884,FL00340,ECONOMY,33
PNR065885,P065885,FL07909,ECONOMY,100
PNR065886,P065886,FL03120,ECONOMY,77
PNR065887,P065887,FL05869,ECONOMY,65
PNR065888,P065888,FL03906,ECONOMY,1
PNR065889,P065889,FL04311,ECONOMY,107
PNR065890,P065890,FL05556,FIRST,67
PNR065891,P065891,FL00977,ECONOMY,24
PNR065892,P065892,FL03840,FIRST,94
PNR065893,P065893,FL06993,FIRST,122
PNR065894,P065894,FL01397,BUSINESS,1
PNR065895,P065895,FL09122,FIRST,6
PNR065896,P065896,FL00176,FIRST,117
PNR065897,P065897,FL03111,BUSINESS,132
PNR065898,P065898,FL04035,FIRST,37
PNR065899,P065899,FL07505,ECONOMY,134
PNR065900,P065900,FL06642,BUSINESS,136
PNR065901,P065901,FL07691,BUSINESS,92
PNR065902,P065902,FL04760,ECONOMY,7
PNR065903,P065903,FL06561,FIRST,72
PNR065904,P065904,FL07884,BUSINESS,102
PNR065905,P065905,FL01136,BUSINESS,40
PNR065906,P065906,FL04270,BUSINESS,138
PNR065907,P065907,FL06699,ECONOMY,53
PNR065908,P065908,FL02969,FIRST,84
PNR065909,P065909,FL01699,ECONOMY,117
PNR065910,P065910,FL05182,ECONOMY,118
PNR065911,P065911,FL02778,ECONOMY,53
PNR065912,P065912,FL02273,ECONOMY,49
PNR065913,P065913,FL02814,ECONOMY,13
PNR065914,P065914,FL03714,FIRST,3
PNR065915,P065915,FL07176,BUSINESS,40
PNR065916,P065916,FL00406,ECONOMY,137
PNR065917,P065917,FL02200,BUSINESS,36
PNR065918,P065918,FL05706,BUSINESS,70
PNR065919,P065919,FL01494,BUSINESS,96
PNR065920,P065920,FL04022,ECONOMY,90
PNR065921,P065921,FL02428,ECONOMY,131
PNR065922,P065922,FL01491,ECONOMY,17
PNR065923,P065923,FL07784,ECONOMY,140
PNR065924,P065924,FL07931,BUSINESS,93
PNR065925,P065925,FL04359,BUSINESS,69
PNR065926,P065926,FL06426,FIRST,140
PNR065927,P065927,FL03021,FIRST,23
PNR065928,P065928,FL08645,FIRST,51
PNR065929,P065929,FL00452,BUSINESS,45
PNR065930,P065930,FL07849,ECONOMY,10
PNR065931,P065931,FL03171,FIRST,103
PNR065932,P065932,FL06901,FIRST,118
PNR065933,P065933,FL08224,ECONOMY,78
PNR065934,P065934,FL08652,ECONOMY,137
PNR065935,P065935,FL00477,FIRST,96
PNR065936,P065936,FL06997,FIRST,127
PNR065937,P065937,FL02253,ECONOMY,119
PNR065938,P065938,FL04847,BUSINESS,88
PNR065939,P065939,FL07972,BUSINESS,63
PNR065940,P065940,FL03925,ECONOMY,80
PNR065941,P065941,FL00526,BUSINESS,117
PNR065942,P065942,FL09936,FIRST,28
PNR065943,P065943,FL03802,ECONOMY,95
PNR065944,P065944,FL07059,FIRST,56
PNR065945,P065945,FL00233,ECONOMY,147
PNR065946,P065946,FL00000,ECONOMY,141
PNR065947,P065947,FL09224,FIRST,57
PNR065948,P065948,FL08711,ECONOMY,55
PNR065949,P065949,FL06374,FIRST,31
PNR065950,P065950,FL08641,BUSINESS,138
PNR065951,P065951,FL05183,ECONOMY,145
PNR065952,P065952,FL07567,FIRST,8
PNR065953,P065953,FL00208,FIRST,135
PNR065954,P065954,FL05898,FIRST,149
PNR065955,P065955,FL09386,FIRST,100
PNR065956,P065956,FL02289,FIRST,68
PNR065957,P065957,FL03881,FIRST,4
PNR065958,P065958,FL07818,ECONOMY,94
PNR065959,P065959,FL07096,BUSINESS,140
PNR065960,P065960,FL08025,FIRST,104
PNR065961,P065961,FL08322,BUSINESS,52
PNR065962,P065962,FL04597,BUSINESS,19
PNR065963,P065963,FL00290,ECONOMY,122
PNR065964,P065964,FL00323,FIRST,74
PNR065965,P065965,FL00386,FIRST,139
PNR065966,P065966,FL09056,FIRST,17
PNR065967,P065967,FL05597,FIRST,84
PNR065968,P065968,FL07059,ECONOMY,9
PNR065969,P065969,FL04303,FIRST,81
PNR065970,P065970,FL02794,ECONOMY,113
PNR065971,P065971,FL09882,BUSINESS,39
PNR065972,P065972,FL06724,FIRST,73
PNR065973,P065973,FL05643,BUSINESS,121
PNR065974,P065974,FL00438,ECONOMY,8
PNR065975,P065975,FL02005,FIRST,52
PNR065976,P065976,FL03988,BUSINESS,114
PNR065977,P065977,FL04699,ECONOMY,108
PNR065978,P065978,FL05699,FIRST,92
PNR065979,P065979,FL05387,FIRST,132
PNR065980,P065980,FL00224,FIRST,9
PNR065981,P065981,FL08217,BUSINESS,5
PNR065982,P065982,FL09477,BUSINESS,40
PNR065983,P065983,FL07835,FIRST,125
PNR065984,P065984,FL02452,BUSINESS,20
PNR065985,P065985,FL01871,FIRST,107
PNR065986,P065986,FL00143,BUSINESS,120
PNR065987,P065987,FL03946,ECONOMY,64
PNR065988,P065988,FL00870,BUSINESS,93
PNR065989,P065989,FL05765,BUSINESS,116
PNR065990,P065990,FL02179,BUSINESS,24
PNR065991,P065991,FL07450,ECONOMY,68
PNR065992,P065992,FL09660,BUSINESS,24
PNR065993,P065993,FL04214,BUSINESS,12
PNR065994,P065994,FL08786,ECONOMY,106
PNR065995,P065995,FL07767,FIRST,7
PNR065996,P065996,FL09866,FIRST,142
PNR065997,P065997,FL01758,BUSINESS,126
PNR065998,P065998,FL01849,ECONOMY,127
PNR065999,P065999,FL05406,ECONOMY,43
PNR066000,P066000,FL00751,ECONOMY,128
PNR066001,P066001,FL02119,FIRST,102
PNR066002,P066002,FL01402,FIRST,136
PNR066003,P066003,FL05620,BUSINESS,50
PNR066004,P066004,FL01731,FIRST,138
PNR066005,P066005,FL00397,FIRST,19
PNR066006,P066006,FL01255,ECONOMY,121
PNR066007,P066007,FL02418,BUSINESS,84
PNR066008,P066008,FL07348,FIRST,103
PNR066009,P066009,FL01757,ECONOMY,7
PNR066010,P066010,FL04696,FIRST,83
PNR066011,P066011,FL05881,ECONOMY,72
PNR066012,P066012,FL03414,BUSINESS,23
PNR066013,P066013,FL04619,FIRST,149
PNR066014,P066014,FL08705,BUSINESS,140
PNR066015,P066015,FL08346,BUSINESS,58
PNR066016,P066016,FL09099,BUSINESS,137
PNR066017,P066017,FL03022,ECONOMY,133
PNR066018,P066018,FL04718,ECONOMY,64
PNR066019,P066019,FL09895,ECONOMY,5
PNR066020,P066020,FL04743,ECONOMY,116
PNR066021,P066021,FL04765,ECONOMY,125
PNR066022,P066022,FL04508,FIRST,25
PNR066023,P066023,FL01092,BUSINESS,76
PNR066024,P066024,FL07066,BUSINESS,116
PNR066025,P066025,FL05818,ECONOMY,55
PNR066026,P066026,FL03962,FIRST,130
PNR066027,P066027,FL08805,BUSINESS,41
PNR066028,P066028,FL01064,ECONOMY,30
PNR066029,P066029,FL06247,ECONOMY,124
PNR066030,P066030,FL03536,ECONOMY,141
PNR066031,P066031,FL08384,FIRST,55
PNR066032,P066032,FL01715,FIRST,84
PNR066033,P066033,FL07443,BUSINESS,72
PNR066034,P066034,FL08972,BUSINESS,139
PNR066035,P066035,FL08639,FIRST,59
PNR066036,P066036,FL04505,BUSINESS,122
PNR066037,P066037,FL07263,ECONOMY,7
PNR066038,P066038,FL01646,FIRST,136
PNR066039,P066039,FL03387,BUSINESS,56
PNR066040,P066040,FL03595,FIRST,131
PNR066041,P066041,FL02999,ECONOMY,15
PNR066042,P066042,FL03023,BUSINESS,59
PNR066043,P066043,FL07547,FIRST,106
PNR066044,P066044,FL02385,BUSINESS,94
PNR066045,P066045,FL00414,FIRST,148
PNR066046,P066046,FL03788,BUSINESS,33
PNR066047,P066047,FL05200,ECONOMY,68
PNR066048,P066048,FL09764,ECONOMY,69
PNR066049,P066049,FL01149,BUSINESS,19
PNR066050,P066050,FL06804,ECONOMY,18
PNR066051,P066051,FL01246,ECONOMY,90
PNR066052,P066052,FL06014,FIRST,93
PNR066053,P066053,FL04214,BUSINESS,16
PNR066054,P066054,FL04023,ECONOMY,149
PNR066055,P066055,FL02449,ECONOMY,98
PNR066056,P066056,FL09830,FIRST,65
PNR066057,P066057,FL04922,BUSINESS,85
PNR066058,P066058,FL01730,ECONOMY,8
PNR066059,P066059,FL01712,ECONOMY,5
PNR066060,P066060,FL00723,BUSINESS,7
PNR066061,P066061,FL03200,FIRST,70
PNR066062,P066062,FL05077,ECONOMY,99
PNR066063,P066063,FL00482,FIRST,91
PNR066064,P066064,FL04723,ECONOMY,18
PNR066065,P066065,FL03874,BUSINESS,86
PNR066066,P066066,FL01002,FIRST,25
PNR066067,P066067,FL04840,BUSINESS,41
PNR066068,P066068,FL06767,BUSINESS,63
PNR066069,P066069,FL08890,FIRST,6
PNR066070,P066070,FL05297,ECONOMY,15
PNR066071,P066071,FL03631,ECONOMY,19
PNR066072,P066072,FL05693,FIRST,122
PNR066073,P066073,FL08007,FIRST,140
PNR066074,P066074,FL07606,ECONOMY,69
PNR066075,P066075,FL00459,ECONOMY,16
PNR066076,P066076,FL03486,FIRST,71
PNR066077,P066077,FL03189,FIRST,134
PNR066078,P066078,FL02255,BUSINESS,24
PNR066079,P066079,FL04281,FIRST,19
PNR066080,P066080,FL02283,BUSINESS,111
PNR066081,P066081,FL08682,BUSINESS,75
PNR066082,P066082,FL05278,BUSINESS,105
PNR066083,P066083,FL05501,FIRST,15
PNR066084,P066084,FL08243,ECONOMY,115
PNR066085,P066085,FL00713,BUSINESS,61
PNR066086,P066086,FL06154,FIRST,24
PNR066087,P066087,FL07673,BUSINESS,65
PNR066088,P066088,FL02729,ECONOMY,144
PNR066089,P066089,FL06686,BUSINESS,76
PNR066090,P066090,FL01140,ECONOMY,139
PNR066091,P066091,FL02352,ECONOMY,65
PNR066092,P066092,FL07060,FIRST,73
PNR066093,P066093,FL06086,ECONOMY,122
PNR066094,P066094,FL09449,FIRST,34
PNR066095,P066095,FL03795,BUSINESS,57
PNR066096,P066096,FL06208,ECONOMY,54
PNR066097,P066097,FL06584,FIRST,65
PNR066098,P066098,FL02104,FIRST,71
PNR066099,P066099,FL02660,BUSINESS,78
PNR066100,P066100,FL05013,FIRST,20
PNR066101,P066101,FL04503,FIRST,79
PNR066102,P066102,FL09108,BUSINESS,68
PNR066103,P066103,FL03598,FIRST,148
PNR066104,P066104,FL03342,BUSINESS,130
PNR066105,P066105,FL04533,FIRST,125
PNR066106,P066106,FL07288,ECONOMY,60
PNR066107,P066107,FL07240,ECONOMY,49
PNR066108,P066108,FL07697,ECONOMY,22
PNR066109,P066109,FL01871,FIRST,80
PNR066110,P066110,FL09143,FIRST,96
PNR066111,P066111,FL04039,BUSINESS,77
PNR066112,P066112,FL09385,FIRST,1
PNR066113,P066113,FL01518,ECONOMY,117
PNR066114,P066114,FL00898,BUSINESS,48
PNR066115,P066115,FL03738,ECONOMY,13
PNR066116,P066116,FL03886,FIRST,135
PNR066117,P066117,FL01656,BUSINESS,43
PNR066118,P066118,FL05733,FIRST,58
PNR066119,P066119,FL04188,ECONOMY,27
PNR066120,P066120,FL06228,FIRST,35
PNR066121,P066121,FL07197,ECONOMY,21
PNR066122,P066122,FL00886,ECONOMY,19
PNR066123,P066123,FL02087,FIRST,148
PNR066124,P066124,FL02257,BUSINESS,19
PNR066125,P066125,FL08273,FIRST,55
PNR066126,P066126,FL07379,FIRST,85
PNR066127,P066127,FL04395,BUSINESS,135
PNR066128,P066128,FL05090,ECONOMY,108
PNR066129,P066129,FL09912,FIRST,43
PNR066130,P066130,FL03703,ECONOMY,51
PNR066131,P066131,FL09844,ECONOMY,144
PNR066132,P066132,FL01538,FIRST,108
PNR066133,P066133,FL00677,FIRST,82
PNR066134,P066134,FL03461,FIRST,124
PNR066135,P066135,FL02690,BUSINESS,145
PNR066136,P066136,FL06709,FIRST,0
PNR066137,P066137,FL04325,BUSINESS,32
PNR066138,P066138,FL02215,BUSINESS,121
PNR066139,P066139,FL04892,BUSINESS,2
PNR066140,P066140,FL05166,BUSINESS,142
PNR066141,P066141,FL06314,BUSINESS,32
PNR066142,P066142,FL08831,ECONOMY,131
PNR066143,P066143,FL01290,BUSINESS,26
PNR066144,P066144,FL04329,ECONOMY,108
PNR066145,P066145,FL04662,ECONOMY,2
PNR066146,P066146,FL04144,BUSINESS,81
PNR066147,P066147,FL03821,BUSINESS,115
PNR066148,P066148,FL06354,ECONOMY,63
PNR066149,P066149,FL07990,FIRST,103
PNR066150,P066150,FL04133,BUSINESS,97
PNR066151,P066151,FL02120,FIRST,110
PNR066152,P066152,FL04933,BUSINESS,33
PNR066153,P066153,FL03450,FIRST,120
PNR066154,P066154,FL01196,BUSINESS,108
PNR066155,P066155,FL07896,BUSINESS,92
PNR066156,P066156,FL06168,ECONOMY,31
PNR066157,P066157,FL07634,BUSINESS,118
PNR066158,P066158,FL09372,FIRST,94
PNR066159,P066159,FL08004,ECONOMY,6
PNR066160,P066160,FL05865,ECONOMY,38
PNR066161,P066161,FL03665,FIRST,135
PNR066162,P066162,FL01080,ECONOMY,24
PNR066163,P066163,FL04406,ECONOMY,124
PNR066164,P066164,FL08807,ECONOMY,121
PNR066165,P066165,FL04125,ECONOMY,33
PNR066166,P066166,FL05092,ECONOMY,63
PNR066167,P066167,FL05564,FIRST,141
PNR066168,P066168,FL07784,FIRST,12
PNR066169,P066169,FL01392,FIRST,23
PNR066170,P066170,FL09435,BUSINESS,62
PNR066171,P066171,FL09513,ECONOMY,111
PNR066172,P066172,FL00569,BUSINESS,111
PNR066173,P066173,FL02107,FIRST,116
PNR066174,P066174,FL06267,FIRST,83
PNR066175,P066175,FL06277,BUSINESS,110
PNR066176,P066176,FL05667,ECONOMY,92
PNR066177,P066177,FL04285,BUSINESS,96
PNR066178,P066178,FL07939,FIRST,45
PNR066179,P066179,FL07535,FIRST,35
PNR066180,P066180,FL02313,BUSINESS,55
PNR066181,P066181,FL09925,BUSINESS,1
PNR066182,P066182,FL01902,ECONOMY,144
PNR066183,P066183,FL08497,FIRST,31
PNR066184,P066184,FL05506,ECONOMY,22
PNR066185,P066185,FL01417,FIRST,66
PNR066186,P066186,FL04690,BUSINESS,7
PNR066187,P066187,FL06753,BUSINESS,19
PNR066188,P066188,FL05202,ECONOMY,114
PNR066189,P066189,FL04407,ECONOMY,131
PNR066190,P066190,FL08958,BUSINESS,12
PNR066191,P066191,FL07387,FIRST,94
PNR066192,P066192,FL06759,ECONOMY,126
PNR066193,P066193,FL04295,FIRST,0
PNR066194,P066194,FL05807,ECONOMY,67
PNR066195,P066195,FL04792,FIRST,57
PNR066196,P066196,FL09348,FIRST,42
PNR066197,P066197,FL08381,FIRST,39
PNR066198,P066198,FL07435,BUSINESS,65
PNR066199,P066199,FL03878,ECONOMY,70
PNR066200,P066200,FL06463,ECONOMY,118
PNR066201,P066201,FL02321,BUSINESS,134
PNR066202,P066202,FL03301,FIRST,15
PNR066203,P066203,FL01683,BUSINESS,106
PNR066204,P066204,FL05517,FIRST,79
PNR066205,P066205,FL01236,FIRST,34
PNR066206,P066206,FL08041,BUSINESS,132
PNR066207,P066207,FL03625,FIRST,27
PNR066208,P066208,FL07094,BUSINESS,97
PNR066209,P066209,FL07141,BUSINESS,119
PNR066210,P066210,FL09376,ECONOMY,140
PNR066211,P066211,FL09349,ECONOMY,124
PNR066212,P066212,FL01986,ECONOMY,107
PNR066213,P066213,FL06472,BUSINESS,66
PNR066214,P066214,FL00306,ECONOMY,16
PNR066215,P066215,FL07439,ECONOMY,125
PNR066216,P066216,FL03921,FIRST,39
PNR066217,P066217,FL05628,FIRST,63
PNR066218,P066218,FL08663,BUSINESS,135
PNR066219,P066219,FL02746,BUSINESS,36
PNR066220,P066220,FL00361,ECONOMY,7
PNR066221,P066221,FL01473,ECONOMY,42
PNR066222,P066222,FL00533,ECONOMY,54
PNR066223,P066223,FL03669,FIRST,37
PNR066224,P066224,FL07485,BUSINESS,125
PNR066225,P066225,FL03234,ECONOMY,130
PNR066226,P066226,FL08818,BUSINESS,137
PNR066227,P066227,FL09355,ECONOMY,66
PNR066228,P066228,FL00234,BUSINESS,135
PNR066229,P066229,FL00157,ECONOMY,25
PNR066230,P066230,FL00593,FIRST,122
PNR066231,P066231,FL09836,ECONOMY,110
PNR066232,P066232,FL09996,FIRST,126
PNR066233,P066233,FL08104,ECONOMY,13
PNR066234,P066234,FL02274,ECONOMY,1
PNR066235,P066235,FL08884,ECONOMY,30
PNR066236,P066236,FL01100,ECONOMY,18
PNR066237,P066237,FL09668,FIRST,24
PNR066238,P066238,FL05761,FIRST,62
PNR066239,P066239,FL05429,FIRST,96
PNR066240,P066240,FL03447,FIRST,55
PNR066241,P066241,FL01896,FIRST,122
PNR066242,P066242,FL03754,BUSINESS,141
PNR066243,P066243,FL00220,ECONOMY,134
PNR066244,P066244,FL00203,FIRST,105
PNR066245,P066245,FL07716,ECONOMY,31
PNR066246,P066246,FL00922,BUSINESS,34
PNR066247,P066247,FL05100,FIRST,112
PNR066248,P066248,FL00315,FIRST,74
PNR066249,P066249,FL00009,ECONOMY,101
PNR066250,P066250,FL05003,FIRST,78
PNR066251,P066251,FL00554,ECONOMY,42
PNR066252,P066252,FL08156,BUSINESS,56
PNR066253,P066253,FL04956,BUSINESS,107
PNR066254,P066254,FL06612,FIRST,46
PNR066255,P066255,FL03170,BUSINESS,93
PNR066256,P066256,FL07291,ECONOMY,13
PNR066257,P066257,FL08076,BUSINESS,140
PNR066258,P066258,FL02312,ECONOMY,140
PNR066259,P066259,FL07061,ECONOMY,74
PNR066260,P066260,FL09184,ECONOMY,118
PNR066261,P066261,FL01410,BUSINESS,17
PNR066262,P066262,FL09578,ECONOMY,103
PNR066263,P066263,FL05909,ECONOMY,19
PNR066264,P066264,FL09430,BUSINESS,82
PNR066265,P066265,FL06569,ECONOMY,92
PNR066266,P066266,FL06151,FIRST,143
PNR066267,P066267,FL02477,FIRST,16
PNR066268,P066268,FL08967,BUSINESS,131
PNR066269,P066269,FL09276,ECONOMY,118
PNR066270,P066270,FL06651,ECONOMY,49
PNR066271,P066271,FL06802,ECONOMY,39
PNR066272,P066272,FL02682,ECONOMY,27
PNR066273,P066273,FL03843,BUSINESS,149
PNR066274,P066274,FL08243,BUSINESS,17
PNR066275,P066275,FL01592,FIRST,67
PNR066276,P066276,FL00505,BUSINESS,43
PNR066277,P066277,FL08126,BUSINESS,110
PNR066278,P066278,FL04197,BUSINESS,62
PNR066279,P066279,FL07958,ECONOMY,115
PNR066280,P066280,FL09335,BUSINESS,113
PNR066281,P066281,FL00323,FIRST,145
PNR066282,P066282,FL08868,ECONOMY,95
PNR066283,P066283,FL00651,BUSINESS,14
PNR066284,P066284,FL08882,BUSINESS,102
PNR066285,P066285,FL08625,ECONOMY,74
PNR066286,P066286,FL06636,FIRST,144
PNR066287,P066287,FL01280,ECONOMY,38
PNR066288,P066288,FL08161,BUSINESS,50
PNR066289,P066289,FL03686,ECONOMY,148
PNR066290,P066290,FL09769,BUSINESS,25
PNR066291,P066291,FL01254,FIRST,22
PNR066292,P066292,FL03053,BUSINESS,19
PNR066293,P066293,FL08727,FIRST,77
PNR066294,P066294,FL09058,ECONOMY,112
PNR066295,P066295,FL08216,FIRST,94
PNR066296,P066296,FL02263,FIRST,56
PNR066297,P066297,FL04049,FIRST,11
