flight_id,total_seats,available_seats
FL03105,219,219
FL03106,189,189
FL03107,160,160
FL03108,173,173
FL03109,165,165
FL03110,179,179
FL03111,179,179
FL03112,176,176
FL03113,150,150
FL03114,203,203
FL03115,143,143
FL03116,208,208
FL03117,155,155
FL03118,204,204
FL03119,149,149
FL03120,143,143
FL03121,149,149
FL03122,205,205
FL03123,211,211
FL03124,126,126
FL03125,154,154
FL03126,174,174
FL03127,211,211
FL03128,133,133
FL03129,129,129
FL03130,199,199
FL03131,135,135
FL03132,173,173
FL03133,214,214
FL03134,208,208
FL03135,196,196
FL03136,189,189
FL03137,163,163
FL03138,192,192
FL03139,164,164
FL03140,219,219
FL03141,175,175
FL03142,203,203
FL03143,201,201
FL03144,176,176
FL03145,140,140
FL03146,187,187
FL03147,169,169
FL03148,152,152
FL03149,210,210
FL03150,126,126
FL03151,189,189
FL03152,134,134
FL03153,201,201
FL03154,151,151
FL03155,194,194
FL03156,139,139
FL03157,207,207
FL03158,134,134
FL03159,167,167
FL03160,190,190
FL03161,140,140
FL03162,161,161
FL03163,145,145
FL03164,133,133
FL03165,176,176
FL03166,156,156
FL03167,177,177
FL03168,140,140
FL03169,201,201
FL03170,188,188
FL03171,122,122
FL03172,206,206
FL03173,209,209
FL03174,156,156
FL03175,207,207
FL03176,168,168
FL03177,138,138
FL03178,208,208
FL03179,204,204
FL03180,131,131
FL03181,180,180
FL03182,160,160
FL03183,152,152
FL03184,169,169
FL03185,187,187
FL03186,190,190
FL03187,205,205
FL03188,152,152
FL03189,200,200
FL03190,143,143
FL03191,180,180
FL03192,180,180
FL03193,217,217
FL03194,147,147
FL03195,177,177
FL03196,162,162
FL03197,160,160
FL03198,158,158
FL03199,205,205
FL03200,168,168
FL03201,136,136
FL03202,217,217
FL03203,189,189
FL03204,189,189
FL03205,217,217
FL03206,184,184
FL03207,193,193
FL03208,204,204
FL03209,124,124
FL03210,121,121
FL03211,141,141
FL03212,176,176
FL03213,185,185
FL03214,193,193
FL03215,217,217
FL03216,135,135
FL03217,170,170
FL03218,158,158
FL03219,205,205
FL03220,195,195
FL03221,207,207
FL03222,159,159
FL03223,157,157
FL03224,179,179
FL03225,178,178
FL03226,129,129
FL03227,218,218
FL03228,183,183
FL03229,182,182
FL03230,168,168
FL03231,183,183
FL03232,151,151
FL03233,126,126
FL03234,140,140
FL03235,139,139
FL03236,145,145
FL03237,187,187
FL03238,205,205
FL03239,134,134
FL03240,204,204
FL03241,198,198
FL03242,205,205
FL03243,211,211
FL03244,133,133
FL03245,146,146
FL03246,159,159
FL03247,177,177
FL03248,147,147
FL03249,145,145
FL03250,182,182
FL03251,185,185
FL03252,144,144
FL03253,122,122
FL03254,191,191
FL03255,163,163
FL03256,216,216
FL03257,161,161
FL03258,218,218
FL03259,125,125
FL03260,158,158
FL03261,171,171
FL03262,142,142
FL03263,208,208
FL03264,169,169
FL03265,162,162
FL03266,138,138
FL03267,188,188
FL03268,170,170
FL03269,130,130
FL03270,131,131
FL03271,193,193
FL03272,127,127
FL03273,143,143
FL03274,211,211
FL03275,160,160
FL03276,155,155
FL03277,204,204
FL03278,191,191
FL03279,174,174
FL03280,128,128
FL03281,166,166
FL03282,134,134
FL03283,167,167
FL03284,201,201
FL03285,161,161
FL03286,179,179
FL03287,203,203
FL03288,189,189
FL03289,131,131
FL03290,121,121
FL03291,126,126
FL03292,199,199
FL03293,122,122
FL03294,122,122
FL03295,146,146
FL03296,159,159
FL03297,152,152
FL03298,211,211
FL03299,120,120
FL03300,127,127
FL03301,151,151
FL03302,167,167
FL03303,123,123
FL03304,213,213
FL03305,189,189
FL03306,138,138
FL03307,151,151
FL03308,128,128
FL03309,131,131
FL03310,130,130
FL03311,165,165
FL03312,135,135
FL03313,120,120
FL03314,182,182
FL03315,140,140
FL03316,149,149
FL03317,132,132
FL03318,153,153
FL03319,123,123
FL03320,147,147
FL03321,214,214
FL03322,178,178
FL03323,146,146
FL03324,188,188
FL03325,144,144
FL03326,122,122
FL03327,216,216
FL03328,187,187
FL03329,144,144
FL03330,139,139
FL03331,153,153
FL03332,145,145
FL03333,124,124
FL03334,218,218
FL03335,180,180
FL03336,211,211
FL03337,212,212
FL03338,128,128
FL03339,169,169
FL03340,125,125
FL03341,202,202
FL03342,179,179
FL03343,163,163
FL03344,130,130
FL03345,185,185
FL03346,166,166
FL03347,192,192
FL03348,204,204
FL03349,207,207
FL03350,217,217
FL03351,205,205
FL03352,122,122
FL03353,195,195
FL03354,211,211
FL03355,149,149
FL03356,209,209
FL03357,140,140
FL03358,147,147
FL03359,209,209
FL03360,181,181
FL03361,152,152
FL03362,204,204
FL03363,154,154
FL03364,171,171
FL03365,153,153
FL03366,160,160
FL03367,170,170
FL03368,166,166
FL03369,201,201
FL03370,177,177
FL03371,194,194
FL03372,176,176
FL03373,142,142
FL03374,167,167
FL03375,141,141
FL03376,136,136
FL03377,188,188
FL03378,130,130
FL03379,213,213
FL03380,134,134
FL03381,210,210
FL03382,154,154
FL03383,152,152
FL03384,203,203
FL03385,135,135
FL03386,153,153
FL03387,185,185
FL03388,218,218
FL03389,159,159
FL03390,147,147
FL03391,166,166
FL03392,158,158
FL03393,189,189
FL03394,192,192
FL03395,139,139
FL03396,120,120
FL03397,191,191
FL03398,206,206
FL03399,182,182
FL03400,186,186
FL03401,123,123
FL03402,177,177
FL03403,144,144
FL03404,166,166
FL03405,157,157
FL03406,134,134
FL03407,182,182
FL03408,140,140
FL03409,218,218
FL03410,176,176
FL03411,172,172
FL03412,165,165
FL03413,133,133
FL03414,219,219
FL03415,195,195
FL03416,136,136
FL03417,158,158
FL03418,128,128
FL03419,218,218
FL03420,196,196
FL03421,198,198
FL03422,201,201
FL03423,216,216
FL03424,125,125
FL03425,210,210
FL03426,142,142
FL03427,178,178
FL03428,210,210
FL03429,217,217
FL03430,165,165
FL03431,157,157
FL03432,133,133
FL03433,219,219
FL03434,191,191
FL03435,181,181
FL03436,154,154
FL03437,138,138
FL03438,149,149
FL03439,197,197
FL03440,203,203
FL03441,144,144
FL03442,159,159
FL03443,207,207
FL03444,133,133
FL03445,145,145
FL03446,206,206
FL03447,141,141
FL03448,167,167
FL03449,202,202
FL03450,170,170
FL03451,122,122
FL03452,161,161
FL03453,138,138
FL03454,192,192
FL03455,147,147
FL03456,203,203
FL03457,164,164
FL03458,190,190
FL03459,197,197
FL03460,182,182
FL03461,192,192
FL03462,138,138
FL03463,166,166
FL03464,133,133
FL03465,157,157
FL03466,172,172
FL03467,180,180
FL03468,155,155
FL03469,159,159
FL03470,200,200
FL03471,149,149
FL03472,128,128
FL03473,183,183
FL03474,152,152
FL03475,171,171
FL03476,208,208
FL03477,133,133
FL03478,194,194
FL03479,172,172
FL03480,218,218
FL03481,178,178
FL03482,197,197
FL03483,213,213
FL03484,160,160
FL03485,187,187
FL03486,187,187
FL03487,211,211
FL03488,127,127
FL03489,121,121
FL03490,205,205
FL03491,160,160
FL03492,174,174
FL03493,135,135
FL03494,212,212
FL03495,181,181
FL03496,167,167
FL03497,149,149
FL03498,131,131
FL03499,154,154
FL03500,130,130
FL03501,183,183
FL03502,169,169
FL03503,204,204
FL03504,140,140
FL03505,188,188
FL03506,167,167
FL03507,139,139
FL03508,186,186
FL03509,163,163
FL03510,152,152
FL03511,192,192
FL03512,180,180
FL03513,128,128
FL03514,187,187
FL03515,154,154
FL03516,200,200
FL03517,217,217
FL03518,207,207
FL03519,215,215
FL03520,184,184
FL03521,127,127
FL03522,164,164
FL03523,206,206
FL03524,166,166
FL03525,159,159
FL03526,195,195
FL03527,173,173
FL03528,195,195
FL03529,165,165
FL03530,166,166
FL03531,134,134
FL03532,138,138
FL03533,145,145
FL03534,171,171
FL03535,212,212
FL03536,141,141
FL03537,140,140
FL03538,170,170
FL03539,157,157
FL03540,139,139
FL03541,148,148
FL03542,170,170
FL03543,123,123
FL03544,174,174
FL03545,190,190
FL03546,211,211
FL03547,147,147
FL03548,123,123
FL03549,141,141
FL03550,195,195
FL03551,164,164
FL03552,186,186
FL03553,205,205
FL03554,185,185
FL03555,207,207
FL03556,153,153
FL03557,210,210
FL03558,174,174
FL03559,120,120
FL03560,191,191
FL03561,206,206
FL03562,157,157
FL03563,125,125
FL03564,205,205
FL03565,144,144
FL03566,201,201
FL03567,136,136
FL03568,180,180
FL03569,131,131
FL03570,125,125
FL03571,209,209
FL03572,146,146
FL03573,127,127
FL03574,202,202
FL03575,184,184
FL03576,176,176
FL03577,212,212
FL03578,218,218
FL03579,159,159
FL03580,133,133
FL03581,154,154
FL03582,167,167
FL03583,203,203
FL03584,175,175
FL03585,168,168
FL03586,132,132
FL03587,180,180
FL03588,168,168
FL03589,165,165
FL03590,181,181
FL03591,127,127
FL03592,162,162
FL03593,139,139
FL03594,216,216
FL03595,209,209
FL03596,158,158
FL03597,204,204
FL03598,168,168
FL03599,183,183
FL03600,181,181
FL03601,173,173
FL03602,128,128
FL03603,207,207
FL03604,156,156
FL03605,168,168
FL03606,160,160
FL03607,136,136
FL03608,207,207
FL03609,140,140
FL03610,170,170
FL03611,178,178
FL03612,158,158
FL03613,174,174
FL03614,160,160
FL03615,158,158
FL03616,132,132
FL03617,183,183
FL03618,130,130
FL03619,138,138
FL03620,130,130
FL03621,196,196
FL03622,165,165
FL03623,164,164
FL03624,120,120
FL03625,159,159
FL03626,138,138
FL03627,195,195
FL03628,191,191
FL03629,191,191
FL03630,180,180
FL03631,131,131
FL03632,180,180
FL03633,152,152
FL03634,164,164
FL03635,209,209
FL03636,211,211
FL03637,188,188
FL03638,127,127
FL03639,144,144
FL03640,210,210
FL03641,165,165
FL03642,206,206
FL03643,149,149
FL03644,166,166
FL03645,206,206
FL03646,168,168
FL03647,166,166
FL03648,203,203
FL03649,201,201
FL03650,137,137
FL03651,185,185
FL03652,187,187
FL03653,213,213
FL03654,152,152
FL03655,155,155
FL03656,201,201
FL03657,138,138
FL03658,147,147
FL03659,159,159
FL03660,203,203
FL03661,216,216
FL03662,195,195
FL03663,134,134
FL03664,160,160
FL03665,158,158
FL03666,121,121
FL03667,182,182
FL03668,148,148
FL03669,193,193
FL03670,185,185
FL03671,170,170
FL03672,194,194
FL03673,196,196
FL03674,129,129
FL03675,133,133
FL03676,201,201
FL03677,170,170
FL03678,192,192
FL03679,158,158
FL03680,147,147
FL03681,122,122
FL03682,203,203
FL03683,189,189
FL03684,146,146
FL03685,121,121
FL03686,212,212
FL03687,157,157
FL03688,122,122
FL03689,135,135
FL03690,213,213
FL03691,159,159
FL03692,121,121
FL03693,200,200
FL03694,160,160
FL03695,131,131
FL03696,154,154
FL03697,184,184
FL03698,174,174
FL03699,164,164
FL03700,198,198
FL03701,209,209
FL03702,204,204
FL03703,181,181
FL03704,168,168
FL03705,214,214
FL03706,144,144
FL03707,142,142
FL03708,143,143
FL03709,157,157
FL03710,147,147
FL03711,140,140
FL03712,173,173
FL03713,137,137
FL03714,155,155
FL03715,218,218
FL03716,164,164
FL03717,192,192
FL03718,172,172
FL03719,149,149
FL03720,179,179
FL03721,217,217
FL03722,151,151
FL03723,186,186
FL03724,186,186
FL03725,147,147
FL03726,163,163
FL03727,198,198
FL03728,160,160
FL03729,182,182
FL03730,142,142
FL03731,194,194
FL03732,167,167
FL03733,151,151
FL03734,176,176
FL03735,219,219
FL03736,152,152
FL03737,143,143
FL03738,158,158
FL03739,153,153
FL03740,175,175
FL03741,147,147
FL03742,156,156
FL03743,126,126
FL03744,187,187
FL03745,156,156
FL03746,175,175
FL03747,184,184
FL03748,184,184
FL03749,166,166
FL03750,139,139
FL03751,138,138
FL03752,148,148
FL03753,193,193
FL03754,179,179
FL03755,137,137
FL03756,211,211
FL03757,154,154
FL03758,162,162
FL03759,214,214
FL03760,210,210
FL03761,130,130
FL03762,168,168
FL03763,157,157
FL03764,183,183
FL03765,188,188
FL03766,127,127
FL03767,153,153
FL03768,167,167
FL03769,175,175
FL03770,195,195
FL03771,184,184
FL03772,150,150
FL03773,123,123
FL03774,169,169
FL03775,188,188
FL03776,149,149
FL03777,207,207
FL03778,178,178
FL03779,186,186
FL03780,194,194
FL03781,164,164
FL03782,123,123
FL03783,145,145
FL03784,146,146
FL03785,165,165
FL03786,183,183
FL03787,210,210
FL03788,170,170
FL03789,169,169
FL03790,125,125
FL03791,178,178
FL03792,134,134
FL03793,149,149
FL03794,161,161
FL03795,156,156
FL03796,161,161
FL03797,154,154
FL03798,206,206
FL03799,125,125
FL03800,187,187
FL03801,137,137
FL03802,192,192
FL03803,148,148
FL03804,196,196
FL03805,178,178
FL03806,166,166
FL03807,136,136
FL03808,215,215
FL03809,141,141
FL03810,187,187
FL03811,188,188
FL03812,156,156
FL03813,168,168
FL03814,132,132
FL03815,153,153
FL03816,205,205
FL03817,172,172
FL03818,206,206
FL03819,170,170
FL03820,122,122
FL03821,161,161
FL03822,217,217
FL03823,151,151
FL03824,170,170
FL03825,204,204
FL03826,165,165
FL03827,140,140
FL03828,163,163
FL03829,130,130
FL03830,187,187
FL03831,120,120
FL03832,211,211
FL03833,182,182
FL03834,143,143
FL03835,218,218
FL03836,132,132
FL03837,217,217
FL03838,130,130
FL03839,219,219
FL03840,170,170
FL03841,136,136
FL03842,218,218
FL03843,201,201
FL03844,205,205
FL03845,143,143
FL03846,138,138
FL03847,156,156
FL03848,204,204
FL03849,127,127
FL03850,147,147
FL03851,124,124
FL03852,136,136
FL03853,155,155
FL03854,138,138
FL03855,183,183
FL03856,210,210
FL03857,217,217
FL03858,130,130
FL03859,173,173
FL03860,164,164
FL03861,166,166
FL03862,131,131
FL03863,140,140
FL03864,130,130
FL03865,211,211
FL03866,124,124
FL03867,200,200
FL03868,175,175
FL03869,139,139
FL03870,160,160
FL03871,165,165
FL03872,131,131
FL03873,189,189
FL03874,136,136
FL03875,138,138
FL03876,145,145
FL03877,167,167
FL03878,171,171
FL03879,215,215
FL03880,189,189
FL03881,174,174
FL03882,219,219
FL03883,194,194
FL03884,152,152
FL03885,181,181
FL03886,207,207
FL03887,142,142
FL03888,134,134
FL03889,146,146
FL03890,194,194
FL03891,183,183
FL03892,200,200
FL03893,170,170
FL03894,172,172
FL03895,197,197
FL03896,210,210
FL03897,201,201
FL03898,211,211
FL03899,170,170
FL03900,166,166
FL03901,123,123
FL03902,126,126
FL03903,154,154
FL03904,167,167
FL03905,192,192
FL03906,191,191
FL03907,164,164
FL03908,200,200
FL03909,200,200
FL03910,216,216
FL03911,215,215
FL03912,191,191
FL03913,138,138
FL03914,182,182
FL03915,157,157
FL03916,186,186
FL03917,178,178
FL03918,188,188
FL03919,132,132
FL03920,166,166
FL03921,180,180
FL03922,150,150
FL03923,199,199
FL03924,215,215
FL03925,141,141
FL03926,212,212
FL03927,205,205
FL03928,162,162
FL03929,186,186
FL03930,173,173
FL03931,129,129
FL03932,161,161
FL03933,183,183
FL03934,140,140
FL03935,199,199
FL03936,195,195
FL03937,185,185
FL03938,160,160
FL03939,143,143
FL03940,154,154
FL03941,175,175
FL03942,149,149
FL03943,176,176
FL03944,213,213
FL03945,166,166
FL03946,154,154
FL03947,138,138
FL03948,127,127
FL03949,145,145
FL03950,190,190
FL03951,149,149
FL03952,126,126
FL03953,186,186
FL03954,184,184
FL03955,155,155
FL03956,144,144
FL03957,156,156
FL03958,120,120
FL03959,134,134
FL03960,156,156
FL03961,132,132
FL03962,127,127
FL03963,124,124
FL03964,179,179
FL03965,192,192
FL03966,120,120
FL03967,155,155
FL03968,154,154
FL03969,185,185
FL03970,182,182
FL03971,142,142
FL03972,128,128
FL03973,153,153
FL03974,165,165
FL03975,197,197
FL03976,123,123
FL03977,149,149
FL03978,214,214
FL03979,194,194
FL03980,218,218
FL03981,191,191
FL03982,122,122
FL03983,133,133
FL03984,179,179
FL03985,196,196
FL03986,164,164
FL03987,215,215
FL03988,153,153
FL03989,164,164
FL03990,180,180
FL03991,202,202
FL03992,135,135
FL03993,185,185
FL03994,159,159
FL03995,136,136
FL03996,153,153
FL03997,135,135
FL03998,179,179
FL03999,185,185
FL04000,185,185
FL04001,209,209
FL04002,132,132
FL04003,175,175
FL04004,150,150
FL04005,153,153
FL04006,158,158
FL04007,186,186
FL04008,127,127
FL04009,206,206
FL04010,197,197
FL04011,174,174
FL04012,146,146
FL04013,212,212
FL04014,172,172
FL04015,158,158
FL04016,184,184
FL04017,136,136
FL04018,149,149
FL04019,172,172
FL04020,132,132
FL04021,140,140
FL04022,138,138
FL04023,172,172
FL04024,138,138
FL04025,176,176
FL04026,144,144
FL04027,205,205
FL04028,150,150
FL04029,200,200
FL04030,174,174
FL04031,142,142
FL04032,151,151
FL04033,181,181
FL04034,193,193
FL04035,129,129
FL04036,219,219
FL04037,191,191
FL04038,173,173
FL04039,171,171
FL04040,139,139
FL04041,151,151
FL04042,133,133
FL04043,169,169
FL04044,147,147
FL04045,172,172
FL04046,143,143
FL04047,198,198
FL04048,141,141
FL04049,149,149
FL04050,182,182
FL04051,123,123
FL04052,196,196
FL04053,178,178
FL04054,206,206
FL04055,127,127
FL04056,201,201
FL04057,131,131
FL04058,150,150
FL04059,197,197
FL04060,153,153
FL04061,201,201
FL04062,217,217
FL04063,194,194
FL04064,195,195
FL04065,168,168
FL04066,198,198
FL04067,176,176
FL04068,214,214
FL04069,212,212
FL04070,145,145
FL04071,137,137
FL04072,215,215
FL04073,205,205
FL04074,157,157
FL04075,200,200
FL04076,206,206
FL04077,207,207
FL04078,169,169
FL04079,127,127
FL04080,160,160
FL04081,125,125
FL04082,188,188
FL04083,163,163
FL04084,183,183
FL04085,148,148
FL04086,147,147
FL04087,130,130
FL04088,184,184
FL04089,138,138
FL04090,128,128
FL04091,146,146
FL04092,153,153
FL04093,163,163
FL04094,187,187
FL04095,219,219
FL04096,201,201
FL04097,134,134
FL04098,170,170
FL04099,132,132
FL04100,202,202
FL04101,168,168
FL04102,189,189
FL04103,175,175
FL04104,195,195
FL04105,170,170
FL04106,156,156
FL04107,136,136
FL04108,177,177
FL04109,206,206
FL04110,209,209
FL04111,148,148
FL04112,152,152
FL04113,179,179
FL04114,210,210
FL04115,208,208
FL04116,174,174
FL04117,129,129
FL04118,166,166
FL04119,142,142
FL04120,204,204
FL04121,140,140
FL04122,132,132
FL04123,152,152
FL04124,143,143
FL04125,130,130
FL04126,136,136
FL04127,187,187
FL04128,166,166
FL04129,144,144
FL04130,213,213
FL04131,192,192
FL04132,140,140
FL04133,203,203
FL04134,202,202
FL04135,202,202
FL04136,131,131
FL04137,156,156
FL04138,161,161
FL04139,136,136
FL04140,167,167
FL04141,147,147
FL04142,160,160
FL04143,218,218
FL04144,166,166
FL04145,137,137
FL04146,197,197
FL04147,218,218
FL04148,190,190
FL04149,132,132
FL04150,201,201
FL04151,132,132
FL04152,219,219
FL04153,150,150
FL04154,121,121
FL04155,135,135
FL04156,128,128
FL04157,192,192
FL04158,157,157
FL04159,194,194
FL04160,173,173
FL04161,175,175
FL04162,205,205
FL04163,216,216
FL04164,219,219
FL04165,206,206
FL04166,164,164
FL04167,153,153
FL04168,128,128
FL04169,207,207
FL04170,127,127
FL04171,126,126
FL04172,155,155
FL04173,137,137
FL04174,122,122
FL04175,147,147
FL04176,189,189
FL04177,163,163
FL04178,140,140
FL04179,147,147
FL04180,173,173
FL04181,173,173
FL04182,184,184
FL04183,219,219
FL04184,140,140
FL04185,218,218
FL04186,132,132
FL04187,176,176
FL04188,168,168
FL04189,173,173
FL04190,129,129
FL04191,172,172
FL04192,163,163
FL04193,166,166
FL04194,172,172
FL04195,193,193
FL04196,165,165
FL04197,132,132
FL04198,156,156
FL04199,143,143
FL04200,121,121
FL04201,205,205
FL04202,200,200
FL04203,219,219
FL04204,133,133
FL04205,129,129
FL04206,154,154
FL04207,144,144
FL04208,122,122
FL04209,136,136
FL04210,131,131
FL04211,173,173
FL04212,143,143
FL04213,148,148
FL04214,162,162
FL04215,144,144
FL04216,219,219
FL04217,179,179
FL04218,209,209
FL04219,184,184
FL04220,203,203
FL04221,147,147
FL04222,135,135
FL04223,166,166
FL04224,200,200
FL04225,211,211
FL04226,177,177
FL04227,195,195
FL04228,146,146
FL04229,172,172
FL04230,161,161
FL04231,178,178
FL04232,166,166
FL04233,213,213
FL04234,153,153
FL04235,156,156
FL04236,125,125
FL04237,126,126
FL04238,215,215
FL04239,215,215
FL04240,144,144
FL04241,152,152
FL04242,174,174
FL04243,177,177
FL04244,126,126
FL04245,176,176
FL04246,131,131
FL04247,135,135
FL04248,199,199
FL04249,162,162
FL04250,219,219
FL04251,196,196
FL04252,126,126
FL04253,219,219
FL04254,170,170
FL04255,192,192
FL04256,151,151
FL04257,194,194
FL04258,127,127
FL04259,216,216
FL04260,206,206
FL04261,208,208
FL04262,191,191
FL04263,164,164
FL04264,205,205
FL04265,178,178
FL04266,123,123
FL04267,186,186
FL04268,148,148
FL04269,148,148
FL04270,217,217
FL04271,217,217
FL04272,147,147
FL04273,196,196
FL04274,198,198
FL04275,206,206
FL04276,163,163
FL04277,209,209
FL04278,123,123
FL04279,209,209
FL04280,128,128
FL04281,124,124
FL04282,175,175
FL04283,215,215
FL04284,203,203
FL04285,169,169
FL04286,194,194
FL04287,134,134
FL04288,151,151
FL04289,147,147
FL04290,141,141
FL04291,136,136
FL04292,178,178
FL04293,209,209
FL04294,190,190
FL04295,176,176
FL04296,145,145
FL04297,144,144
FL04298,129,129
FL04299,164,164
FL04300,202,202
FL04301,130,130
FL04302,196,196
FL04303,172,172
FL04304,191,191
FL04305,187,187
FL04306,214,214
FL04307,147,147
FL04308,194,194
FL04309,184,184
FL04310,168,168
FL04311,166,166
FL04312,171,171
FL04313,207,207
FL04314,173,173
FL04315,179,179
FL04316,176,176
FL04317,166,166
FL04318,150,150
FL04319,165,165
FL04320,145,145
FL04321,124,124
FL04322,203,203
FL04323,171,171
FL04324,194,194
FL04325,173,173
FL04326,152,152
FL04327,169,169
FL04328,157,157
FL04329,146,146
FL04330,217,217
FL04331,134,134
FL04332,215,215
FL04333,180,180
FL04334,140,140
FL04335,165,165
FL04336,188,188
FL04337,125,125
FL04338,157,157
FL04339,181,181
FL04340,205,205
FL04341,181,181
FL04342,201,201
FL04343,197,197
FL04344,193,193
FL04345,165,165
FL04346,132,132
FL04347,214,214
FL04348,213,213
FL04349,122,122
FL04350,213,213
FL04351,125,125
FL04352,212,212
FL04353,127,127
FL04354,163,163
FL04355,152,152
FL04356,200,200
FL04357,194,194
FL04358,196,196
FL04359,169,169
FL04360,130,130
FL04361,214,214
FL04362,147,147
FL04363,189,189
FL04364,160,160
FL04365,135,135
FL04366,187,187
FL04367,218,218
FL04368,167,167
FL04369,175,175
FL04370,183,183
FL04371,178,178
FL04372,209,209
FL04373,181,181
FL04374,195,195
FL04375,130,130
FL04376,208,208
FL04377,137,137
FL04378,138,138
FL04379,206,206
FL04380,174,174
FL04381,201,201
FL04382,145,145
FL04383,125,125
FL04384,123,123
FL04385,148,148
FL04386,178,178
FL04387,217,217
FL04388,136,136
FL04389,162,162
FL04390,199,199
FL04391,185,185
FL04392,153,153
FL04393,127,127
FL04394,132,132
FL04395,127,127
FL04396,213,213
FL04397,215,215
FL04398,219,219
FL04399,213,213
FL04400,184,184
FL04401,162,162
FL04402,158,158
FL04403,200,200
FL04404,178,178
FL04405,203,203
FL04406,207,207
FL04407,205,205
FL04408,212,212
FL04409,205,205
FL04410,163,163
FL04411,128,128
FL04412,156,156
FL04413,193,193
FL04414,155,155
FL04415,211,211
FL04416,147,147
FL04417,161,161
FL04418,162,162
FL04419,204,204
FL04420,207,207
FL04421,161,161
FL04422,185,185
FL04423,174,174
FL04424,191,191
FL04425,167,167
FL04426,210,210
FL04427,141,141
FL04428,146,146
FL04429,212,212
FL04430,186,186
FL04431,132,132
FL04432,164,164
FL04433,129,129
FL04434,219,219
FL04435,128,128
FL04436,173,173
FL04437,146,146
FL04438,153,153
FL04439,120,120
FL04440,151,151
FL04441,208,208
FL04442,212,212
FL04443,190,190
FL04444,186,186
FL04445,203,203
FL04446,139,139
FL04447,213,213
FL04448,154,154
FL04449,218,218
FL04450,210,210
FL04451,209,209
FL04452,197,197
FL04453,136,136
FL04454,137,137
FL04455,164,164
FL04456,212,212
FL04457,203,203
FL04458,172,172
FL04459,210,210
FL04460,201,201
FL04461,187,187
FL04462,184,184
FL04463,120,120
FL04464,177,177
FL04465,145,145
FL04466,139,139
FL04467,206,206
FL04468,129,129
FL04469,178,178
FL04470,194,194
FL04471,160,160
FL04472,124,124
FL04473,184,184
FL04474,136,136
FL04475,141,141
FL04476,217,217
FL04477,160,160
FL04478,212,212
FL04479,187,187
FL04480,188,188
FL04481,130,130
FL04482,175,175
FL04483,170,170
FL04484,140,140
FL04485,218,218
FL04486,195,195
FL04487,145,145
FL04488,138,138
FL04489,179,179
FL04490,190,190
FL04491,166,166
FL04492,190,190
FL04493,145,145
FL04494,159,159
FL04495,124,124
FL04496,140,140
FL04497,197,197
FL04498,123,123
FL04499,142,142
FL04500,203,203
FL04501,134,134
FL04502,212,212
FL04503,127,127
FL04504,160,160
FL04505,138,138
FL04506,165,165
FL04507,147,147
FL04508,210,210
FL04509,187,187
FL04510,134,134
FL04511,218,218
FL04512,156,156
FL04513,120,120
FL04514,186,186
FL04515,143,143
FL04516,146,146
FL04517,159,159
FL04518,182,182
FL04519,180,180
FL04520,155,155
FL04521,217,217
FL04522,212,212
FL04523,143,143
FL04524,143,143
FL04525,123,123
FL04526,186,186
FL04527,153,153
FL04528,176,176
FL04529,168,168
FL04530,206,206
FL04531,172,172
FL04532,142,142
FL04533,188,188
FL04534,214,214
FL04535,172,172
FL04536,181,181
FL04537,160,160
FL04538,176,176
FL04539,179,179
FL04540,173,173
FL04541,189,189
FL04542,176,176
FL04543,129,129
FL04544,159,159
FL04545,126,126
FL04546,157,157
FL04547,204,204
FL04548,180,180
FL04549,203,203
FL04550,122,122
FL04551,170,170
FL04552,205,205
FL04553,166,166
FL04554,187,187
FL04555,211,211
FL04556,195,195
FL04557,157,157
FL04558,155,155
FL04559,160,160
FL04560,188,188
FL04561,132,132
FL04562,206,206
FL04563,177,177
FL04564,169,169
FL04565,149,149
FL04566,181,181
FL04567,144,144
FL04568,146,146
FL04569,170,170
FL04570,197,197
FL04571,176,176
FL04572,166,166
FL04573,219,219
FL04574,158,158
FL04575,135,135
FL04576,141,141
FL04577,204,204
FL04578,173,173
FL04579,140,140
FL04580,191,191
FL04581,135,135
FL04582,178,178
FL04583,150,150
FL04584,161,161
FL04585,193,193
FL04586,151,151
FL04587,178,178
FL04588,153,153
FL04589,128,128
FL04590,200,200
FL04591,130,130
FL04592,215,215
FL04593,129,129
FL04594,205,205
FL04595,136,136
FL04596,187,187
FL04597,167,167
FL04598,171,171
FL04599,144,144
FL04600,140,140
FL04601,184,184
FL04602,182,182
FL04603,208,208
FL04604,170,170
FL04605,155,155
FL04606,200,200
FL04607,207,207
FL04608,185,185
FL04609,134,134
FL04610,215,215
FL04611,158,158
FL04612,189,189
FL04613,120,120
FL04614,142,142
FL04615,158,158
FL04616,176,176
FL04617,200,200
FL04618,153,153
FL04619,160,160
FL04620,212,212
FL04621,192,192
FL04622,132,132
FL04623,189,189
FL04624,125,125
FL04625,203,203
FL04626,171,171
FL04627,122,122
FL04628,200,200
FL04629,182,182
FL04630,168,168
FL04631,195,195
FL04632,166,166
FL04633,174,174
FL04634,183,183
FL04635,184,184
FL04636,200,200
FL04637,186,186
FL04638,209,209
FL04639,134,134
FL04640,219,219
FL04641,151,151
FL04642,215,215
FL04643,187,187
FL04644,137,137
FL04645,202,202
FL04646,162,162
FL04647,154,154
FL04648,197,197
FL04649,177,177
FL04650,152,152
FL04651,133,133
FL04652,153,153
FL04653,180,180
FL04654,123,123
FL04655,207,207
FL04656,178,178
FL04657,148,148
